Unnamed: 0,category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,jazz
5600,Metal,2255jDmDIyGL6P1cbPbs26,21,0.45799999999999996,0.961,11,-6.291,0.0489,0.00011399999999999999,0.0566,0.207,0.396,92.535,4,False
5937,Metal,2iENCWE4DYyyAh9hXrxIb1,2,0.527,0.975,5,-4.524,0.0827,0.0004480000000000001,0.0431,0.3720000000000001,0.5770000000000001,100.055,4,False
5845,Metal,3XImYxSYg6ksTSgteW85MA,58,0.182,0.975,6,-5.1770000000000005,0.263,1.1e-05,0.0212,0.0969,0.0488,143.976,4,False
5801,Metal,37paPSPGK0fv84Dg07RzBA,0,0.14800000000000002,0.8859999999999999,9,-3.688,0.0759,3.2e-05,0.0010199999999999999,0.36,0.136,67.513,4,False
5596,Metal,7zM9ogOaovrLCFuQQ5Apwd,46,0.239,0.9359999999999999,1,-4.397,0.135,2.9999999999999997e-05,0.838,0.436,0.304,98.432,4,False
5407,Metal,71E4oAn3RYFzqZzVwMze6a,39,0.37,0.946,9,-4.944,0.078,7.8e-05,0.0352,0.0804,0.21899999999999997,159.995,4,False
5882,Metal,1vi8pShtw3HtwCfC6TnjLY,42,0.474,0.925,2,-3.5389999999999997,0.146,1.8e-05,0.9009999999999999,0.324,0.142,139.97,4,False
5475,Metal,6efSwlK3LOlWOeKK9xlUKF,70,0.537,0.9640000000000001,9,-4.157,0.113,0.000599,1.1e-05,0.0564,0.723,155.017,4,False
5569,Metal,3qhOKx0B4YDzrDOEMr1u44,23,0.507,0.9359999999999999,2,-5.412000000000001,0.0477,5e-05,0.462,0.105,0.35100000000000003,142.028,4,False
5631,Metal,4IgWyUK9Y7lnWBocThbVRB,53,0.223,0.938,10,-3.22,0.08800000000000001,0.000878,0.0,0.11800000000000001,0.195,92.536,4,False
6035,Metal,71ddCj3mPzCOmm1EdMCYyr,35,0.441,0.8759999999999999,4,-6.52,0.0495,0.000505,0.27,0.3720000000000001,0.46399999999999997,125.03,4,False
6033,Metal,2Myc8BfKgPoyuPYPqMeYrG,33,0.483,0.885,0,-8.443,0.0588,0.00053,0.004079999999999999,0.152,0.266,125.36,4,False
6004,Metal,4bqeWmNNn5HjgtR80OfNuD,0,0.514,0.914,6,-5.648,0.054000000000000006,0.000754,0.0,0.0864,0.46399999999999997,120.083,4,False
5466,Metal,4Wgs1VkZJNQzhVoX7q4Ji7,34,0.509,0.955,6,-4.313,0.0921,2.1e-05,0.0955,0.105,0.285,127.515,4,False
6017,Metal,3O3jm1oaeZ1sgqu56dI1FN,36,0.444,0.943,1,-4.955,0.09,5.6999999999999996e-05,0.00704,0.114,0.292,119.945,4,False
5610,Metal,7lXb0ODK2Y6DdQGGI1mXOi,0,0.316,0.966,9,-6.352,0.16899999999999998,2e-05,0.56,0.12300000000000001,0.0734,196.075,4,False
5495,Metal,50a0MuNJOSfA5TpVUVrHvu,46,0.498,0.8490000000000001,0,-4.218999999999999,0.0373,0.00029,0.0034799999999999996,0.0782,0.415,103.042,4,False
5998,Metal,6IuEZP4xEic3DYKpXW5OEZ,27,0.40399999999999997,0.951,5,-5.3870000000000005,0.0949,3e-06,0.8590000000000001,0.19899999999999998,0.0743,120.04700000000001,4,False
5488,Metal,2a3AywJ9UUwws73WLguDzd,31,0.521,0.5579999999999999,10,-8.121,0.034,0.561,3.5e-05,0.111,0.0487,111.186,4,False
5689,Metal,3zsyzLdSHnOeUSKJDaKnOE,29,0.389,0.652,1,-9.949,0.0359,0.000985,0.9009999999999999,0.1,0.27399999999999997,146.937,4,False
5894,Metal,78Vn4inTAOTluftASxiaGY,11,0.505,0.746,1,-5.992999999999999,0.034,2.6000000000000002e-05,0.851,0.114,0.18899999999999997,115.042,4,False
5830,Metal,5xXeIlEiWIA8xnPa8BkJyj,54,0.21899999999999997,0.897,0,-8.492,0.0927,7.000000000000003e-06,0.0765,0.0735,0.261,103.885,4,False
5420,Metal,41gEzJx9PVwZm8fNumV2rF,35,0.51,0.731,6,-4.497,0.0323,0.00118,0.000363,0.114,0.36200000000000004,136.035,4,False
5623,Metal,5BQhHV7gtjReTSxhYXKO78,36,0.41700000000000004,0.988,8,-3.3560000000000003,0.2,0.000161,0.036000000000000004,0.319,0.107,120.007,4,False
