,artist,category,name,songid
4722,"['51d3rUlLuMh7EW09aMe7yj', '59wfkuBoNyhDMQGCljbUbA']",R&B,"Bump, Bump, Bump",74jMwg2zsFMICzW3Wems6h
4723,['2ndyVAdV9UqF1XjyTJt484'],R&B,God Is My Refuge (Live),0DTCdLczLgxt8EXrQFgnQV
4724,['6CxZzQFUTM6AzgluGwtq5w'],R&B,Lets Chill,7wb7R141Fp1oRitCNhKsyu
4725,['0TImkz4nPqjegtVSMZnMRq'],R&B,Meant to Be,4bJRJBsiEyQ5vcowejshJC
4726,"['2P3cjUru4H3fhSXXNxE9kA', '6DPYiyq5kWVQS4RGwxzPC7', '0VbIlorLz3I5SEtIsc5vAr']",R&B,No Diggity,4l2ecMeHvDg2Y9OOkqfucN
4727,['2iE18Oxc8YSumAU232n4rW'],R&B,Never Can Say Goodbye - Single Version,1W51a25vcNYcO3d4oM62L6
4728,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Butterflies,0rT9f5BSZrZ6DvzfBEckG0
4729,['1XkoF8ryArs86LZvFOkbyr'],R&B,Be Without You,2YegxR5As7BeQuVp2U6pek
4730,['7guDJrEfX3qb6FEbdPA5qi'],R&B,All I Do,3geEOHGloO2IIzE45BQWTC
4731,['4UPcJIhr5K5fPsm4itqT7E'],R&B,Sara Smile,0aqVhoenCvorCVcEZEfiLS
4732,['1Xfmvd48oOhEWkscWyEbh9'],R&B,Tru,1DFPibRb9RU3yfM3wOLdDT
4733,['44drVL4jbdo6T6llD5cMgx'],R&B,Confession,1KRoRM6vuzm3TTAMDrQYNK
4734,"['3fMbdgg4jU18AjLCKBhRSm', '4STHEaNw4mPZ2tzheohgXB']",R&B,The Girl Is Mine,1diEQsD8PJC9hXB5Gpfgtn
4735,['5ynRYAGjyPDE8unsFqi6MH'],R&B,Its Gonna Happen,0EaPrUg8xS77fedbknCF1t
4736,['6YUQJ6WF4FGDqqBQ1LTjL6'],R&B,Zanzibar,0lWvcq3Zrms58nKWwzcwIy
4737,['5a2EaR3hamoenG9rDuVn8j'],R&B,Space,5YiYHmGUUcxSmNNz2nXxcU
4738,"['5ZS223C6JyBfXasXxrRqOk', '0c173mlxpT3dSFRgMO8XPh']",R&B,Moments,2nvmHk4JnsZ94mygliLsou
4739,['5a2EaR3hamoenG9rDuVn8j'],R&B,Come,37boVGhMqQF129fn3jHQU4
4740,['5a2EaR3hamoenG9rDuVn8j'],R&B,My Name Is Prince,20qyckJrLZQGQmNb5OmpkJ
4741,['3TVXtAsR1Inumwj472S9r4'],R&B,Blem,2XlHu0HcujBCkWMdIAvrqt
4742,"['3fMbdgg4jU18AjLCKBhRSm', '7EVlecngyrLHfQUqFMpwkT']",R&B,I Just Cant Stop Loving You - 2012 Remaster,2fytePz8UsbUr8n33QBEcm
4743,"['0le01dl1WllSHhjEXRl4in', '0YWxKQj2Go9CGHCp77UOyy']",R&B,Into You (feat. Fabolous),0JC3ynTNoZaWjZHXzeapYy
4744,['2EMAnMvWE2eb56ToJVfCWs'],R&B,Run Me Dry,5GG3knKdxKWrNboRijxeKF
4745,['0TImkz4nPqjegtVSMZnMRq'],R&B,Im Good At Being Bad,3mdsDgWOkTDOUWboBAMIxI
4746,"['1Y3CPuN46EPIT3wCTDzPZu', '2ssIfCr0vMmCuesIw9U4eg']",R&B,Bustin Loose,2iXA7lqR3Ne3Enkcl1YDWO
4747,['0eHwH1Ze2lRt6KOGw1T3rq'],R&B,Rebel Soul,1WnFvE8a2YmaChdNc3pYzU
4748,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Human Nature,35lAjvsvS9k9HHuP1fjDT8
4749,['1EyK0glCKdNVaKjVxFOHCD'],R&B,Used To,2y0KjYzfc4FjsrWSuVsBUk
4750,['5aEWnrN8h3MhuFUPRfaVuy'],R&B,Missing You,10b8G4LwhvNOPgwF68fW5p
4751,['2YZyLoL8N0Wb9xBt1NhZWg'],R&B,Alright,0ECs7wpW9157Tk5yBUGbE0
4752,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Earth Song,4GCGH6TJ69neckwITeBFXK
4753,['6O74knDqdv3XaWtkII7Xjp'],R&B,Ill Make Love To You,7dfl9X38RhIvB3oSmmneq3
4754,"['5SpuvKSo4uOkvKM9qLwHhL', '2KyBo3j4zfRhlbya4bKgUe']",R&B,Your Destiny,6WxqW2asFcea4D4xfIiHTW
4755,['5r0KYGxdIZEHZ6z6XbkVbo'],R&B,Live,6Oc3UJgFdqv7WDKgl3x5CI
4756,['5a2EaR3hamoenG9rDuVn8j'],R&B,U Got The Look,2X6okzhnNPSzh9yxDMHHe3
4757,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Scream,4LD5dhQ3kqpqe14sGPDtBC
4758,['5XdlnBpFPFPuvIAINOxOHv'],R&B,Can I,6aL702nTM40r3mO8H9mj03
4759,['5a2EaR3hamoenG9rDuVn8j'],R&B,Sometimes It Snows In April,1Az0fhiWi0EVS4cZ3FF20X
4760,['5a2EaR3hamoenG9rDuVn8j'],R&B,Take Me With U,765k9tDIFOnoOfkO2cgitB
4761,['0TImkz4nPqjegtVSMZnMRq'],R&B,Baby-Baby-Baby,1zTuB57LYZa7xu7KUH8kF0
4762,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Got To Be There,0fVnrbJVoP8CFPSOByBnK9
4763,['6mQfAAqZGBzIfrmlZCeaYT'],R&B,I Feel For You,5yR9u8QiOt8hJaddv32oo7
4764,['5a2EaR3hamoenG9rDuVn8j'],R&B,Soft and Wet,6Q8s3YuAWkx0Qui0Jgkr5m
4765,"['0fTav4sBLmYOAzKuJw0grL', '2NWuUOptHRTogSZghYspAE', '3ipLLTlxHqioQwiiO4UWwB']",R&B,Ive Always Been,0Uxmhbm1sUiyh6geMnwzG4
4766,['4c4iX8pe1SV13xToguoelN'],R&B,Footprints,2Bc4XnUlkgPvwvfwsCbgcD
4767,['5a2EaR3hamoenG9rDuVn8j'],R&B,If I Was Your Girlfriend,6yK7QgE4H7dIzHa9EV4FKL
4768,"['3tQx1LPXbsYjE9VwN1Peaa', '4qBgvVog0wzW75IQ48mU7v']",R&B,Plot Twist,23wcL7jlwSLVZ54V1qO7oO
4769,['0TImkz4nPqjegtVSMZnMRq'],R&B,Hat 2 da Back,4IBzgsoWHLsP8AMlO23iOF
4770,['6AWdGez5g1jxpfl9XD4wI3'],R&B,WISH YOU WELL,5TidpShGz6Jxsbx8fzKDlC
4771,"['1kjO72M26jZkv0aaGxJaov', '5NDMothbpdpq2xHqSjrrWn', '20ZzK04IeD9EcQE12i2uRa']",R&B,Georgy Porgy (feat. Faith Evans),5AIA8TpGhuilLpHbA6c1bq
4772,['7wqtxqI3eo7Gn1P7SpP6cQ'],R&B,Shoop,2c7H254xlKoGhmZT194C0T
4773,"['5uO9QrR5mvPdJ7uPIESbr6', '07d5etnpjriczFBB8pxmRe']",R&B,Thinking ‘Bout You (Sleepless In Cairo),6FmswdEnn2WK6T8GV5fFKS
4774,"['4tMm1dU6Gn04VAZ9ClHcIZ', '7c0XG5cIJTrrAgEC3ULPiq', '0VRj0yCOv2FXJNP47XQnx5']",R&B,B.E.D. - Remix,5oFK0dJQ5auokDaVYY228m
4775,['6nzxy2wXs6tLgzEtqOkEi2'],R&B,So Gone,6BIcjFZIVDZxNAcofRFPx4
4776,"['21mKp7DqtSNHhCAU2ugvUw', '3qnGvpP8Yth1AqSBMqON5x']",R&B,Across The Room (feat. Leon Bridges),4YaNLEPw3MrIgkGOkBrAh2
4777,['08rMCq2ek1YjdDBsCPVH2s'],R&B,1 Thing,1mnqraQ8oV8MX92rdOFLWW
4778,['5AtWO8IEnjhRLzaVVQxFUs'],R&B,For You,1hfoihnGAryxcax3xUfhKv
4779,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Ben - Single Version,2x1sYWAXomiTwWWwd6yQPb
4780,['5A8ZfGPAh4EUTmOJ0Fck3l'],R&B,Im Good,06PTBb12MxQdtgyFIawUOK
4781,"['2jku7tDXc6XoB6MO2hFuqg', '3Isy6kedDrgPYoTS1dazA9']",R&B,LUV - Remix,4WwHFY7aJ6bUcugjb30DDW
4782,['5a2EaR3hamoenG9rDuVn8j'],R&B,Something In The Water (Does Not Compute),2hABMU63xtaIYChN6eYlEb
4783,['08rMCq2ek1YjdDBsCPVH2s'],R&B,Why Dont We Fall in Love,4bnjq8zqtCnxTGxll5ezOO
4784,['1eNkUXHPaXyuyC8NAgzykK'],R&B,Lately,5hIljtQ1fRvDRc1aHdhwWK
4785,['5a2EaR3hamoenG9rDuVn8j'],R&B,Cream,5vz2J2kP3vV7mZE9UxnFcG
4786,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Workin Day and Night,6BdiFsPMPkSEEO4fFXFVWX
4787,"['3aVoqlJOYx31lH1gibGDt3', '1P8IfcNKwrkQP5xJWuhaOC', '3S78Gzhp1D01i1x2KGXrnh', '71aKjsWKYqASAffyIQaocZ', '4LJ9G2mHQIu6z4NFvg5EhJ']",R&B,This Is For The Lover In You,1blZP5x1XQSqQFpTy12rFh
4788,['0du5cEVh5yTK9QJze8zA0C'],R&B,Versace On The Floor,0kN8xEmgMW9mh7UmDYHlJP
4789,['4lwPGsAG5qnfn1JOtESnYZ'],R&B,Wanna Be Yours,1P7FKyRONbXob9YgPnJMsS
4790,['28821fRwpAWk44HfJ96PGV'],R&B,Beautiful Eyes,5TBrB7l0nf80AcGTBC0y9X
4791,['2yrbLiuBmc9j81lTX3XUuI'],R&B,Shake Your Body (Down to the Ground) - Single Edit,6lSVidZXCnOnYAWcgIqVDF
4792,['5KNqYrivNgVCHBssEUSu5B'],R&B,U Know Whats Up - Without Left Eye,1sZLO7n7ap5F6w9KhCRPPm
4793,['1crlEwxm5dcQjCcgCJEyqg'],R&B,Often,4RdBZE3BH44wZXoj2vmjez
4794,"['46VWDbmWmzvPBTmkSr25gM', '2DzRMyWgjuMbYvt5BLbpCo']",R&B,As,750vuAyjSZGt53r570s8ML
4795,"['0AunegKKH2ys98aLxq8G1A', '0KWcq2E8ejxp78jdfpCd4K']",R&B,My First Love,5j5v5wfw1O7g5iLCq10wAP
4796,['0TImkz4nPqjegtVSMZnMRq'],R&B,Unpretty,0BUoLE4o9eVahDHvTqak67
4797,['5a2EaR3hamoenG9rDuVn8j'],R&B,Little Red Corvette,6X4JeTWCuKEzKOEHXDtyBo
4798,['77HU1Zb1VDIFvWKteJii0E'],R&B,I Will Live,08MelkdJqbh68USUjAfr2T
4799,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Shes Out of My Life - Single Version,6NGsHLZYGVAkXTFr75WWnn
4800,"['6LuN9FCkKOj5PcnpouEgny', '7iZtZyCzp3LItcw1wtPI3D', '6icQOAFXDZKsumw3YXyusw']",R&B,Young Dumb & Broke REMIX,6LxEtvMKSwmPdd5Fh1PCof
4801,['0TImkz4nPqjegtVSMZnMRq'],R&B,Its Sunny,4YWw7wGxu1ckqlMgtZ60pk
4802,['3dkbV4qihUeMsqN4vBGg93'],R&B,Lets Stay Together,63xdwScd1Ai1GigAwQxE8y
4803,['2h93pZq0e7k5yf4dywlkpM'],R&B,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau
4804,['6nzxy2wXs6tLgzEtqOkEi2'],R&B,Before You Walk Out of My Life,6xrvubhznLOcEO3AM6XBN2
4805,"['5YxebzzreNswbtYC1td4cx', '0hCNtLu0JehylgoiP8L4Gh']",R&B,Im Getting Ready,5RjS5iW0FWn1U4ZaWjhLlP
4806,['2DzRMyWgjuMbYvt5BLbpCo'],R&B,Charlene,0xiuSFBOEHWaJ6rSuUbJWc
4807,['5a2EaR3hamoenG9rDuVn8j'],R&B,International Lover,7AFxCS5OHNvZgD2qceIc5Q
4808,['5a2EaR3hamoenG9rDuVn8j'],R&B,Nothing Compares 2 U,3JtMU9MZMDOD7t019inKkK
4809,"['2NmK5FyrQ18HOPXq1UBzqa', '5VDmBevaLkMLnK0rLOjijw', '7uyHxAA4AYAK9pakrZ2O4A', '75fOSyEWugUNS2xHdv66Zk']",R&B,Right Here - Human Nature Radio Mix,7tUEDtHchueeUJTfEFEhii
4810,"['4iHNK0tOyZPYnBU7nGAgpQ', '3zTOe1BtyTkwNvYZOxXktX', '20qISvAhX20dpIbOOzGK3q', '4ybJiTIMVzeVOd00nI8Xxm', '04PvD1Anr3LC341vrIWXsf']",R&B,Thank God I Found You - Make It Last Remix Edit,6nTcn8CybBcx0t7IaXEJ6O
4811,['1mFX1QlezK1lNPKQJkhwWb'],R&B,Hot 2 Nite,7alcrjZSE1TGO6qtb0pQRU
4812,"['1f7solUyfgDS76DQxHH1dh', '2gBjLmx6zQnFGQJCAQpRgw']",R&B,Where the Party At,5mNV8Mz59bzyuQ53gTw0c0
4813,['2retT7MFwHDVTeGKDdybEx'],R&B,V.S.O.P.,5hZUqVitmzZQcTtpkybSj6
4814,['5kzdN9mz7GmLoRsE1Hqm3L'],R&B,Until the Day Of,1lQQK8MKFmOpD4ivsFz5Ze
4815,['41OAtBkqAXVdMlteKlhrZz'],R&B,Victory Belongs To Jesus,1Ewkl1ys052xqnnCGPssbv
4816,['2FMOHE79X98yptp4RpPrt7'],R&B,How Deep Is Your Love,0loJyuSFr6vVPBQSmLLrrQ
4817,['1P8IfcNKwrkQP5xJWuhaOC'],R&B,Around The Way Girl,6jL1SnyXcXiKOmw4M2RnmT
4818,"['7CajNmpbOovFoOoasH2HaY', '1RyvyyTE3xzB2ZywiAwp0i', '6LuN9FCkKOj5PcnpouEgny']",R&B,Rollin,0lMbuWUpfTWhEmOKxppEau
4819,['6sj6FGLblnVfktDZPaydWP'],R&B,Praise on the Inside,3GN2Y6iwlw1M7fhMHl60PI
4820,['7wILm9LSYZrMumPXlXfaTn'],R&B,The Key,2mGVlocxYt9hBVSmvdqsMe
4821,['1zXCFUgH6FWS0iCiCKsH55'],R&B,Cherry Corvette,2Sn8l9fCdtM5GS66YDPK8V
4822,['7JBZN2pehWRUu3fX11lP2y'],R&B,Suddenly,27HyB0ucZYvZ443O8u1c4r
4823,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Liberian Girl - 2012 Remaster,5OoRmdDfAiDztSwrhe7wuE
4824,['7c0XG5cIJTrrAgEC3ULPiq'],R&B,Message In A Bottle,0KbQWQWLFiK6XAKf8Ehu3Q
4825,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Who Is It,4HWcWgleTuUAWnVPNwW4CM
4826,"['4TsHKU8l8Wq7n7OPVikirn', '7hgRzsQGjlm1zifNoigyB9']",R&B,Classic Man,5R5X6SJGoa2qNTTX9poEfP
4827,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Beat It - Single Version,1OOtq8tRnDM8kG2gqUPjAj
4828,"['3KV3p5EY4AvKxOlhGHORLg', '6l3HvQ5sa6mXTsMTB19rO5']",R&B,Planes,7IUKbORbtCOoarQHebDn5l
4829,"['3jk39CGeaaSO3FPKNx1RUx', '4IVAbR2w4JJNJDDRFP3E83']",R&B,Over,7M7IOOxwJpr6Fwf3YQbBCB
4830,['6AVLthptCPhfrxlHadOBJD'],R&B,Golden,0bHs3ly4Bv5BlzE3KrePfX
4831,"['0NIIxcxNHmOoyBx03SfTCD', '5IcR3N7QB1j6KBL8eImZ8m']",R&B,2 On,3jVtllWS5CFFWLQng8sKsr
4832,['1Xfmvd48oOhEWkscWyEbh9'],R&B,You - (without rap),3j94Y4l3yHrYxFppX78EJI
4833,"['2HPaUgqeutzr3jx5a9WyDV', '3TVXtAsR1Inumwj472S9r4']",R&B,Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd
4834,"['5T0MSzX9RC5NA6gAI6irSn', '4frHO7KPcfMjhnVdIMJ98c']",R&B,Love Like Ours (feat. Tarrus Riley),4KGCSHN3xWAvsijrkhprFA
4835,['2yrbLiuBmc9j81lTX3XUuI'],R&B,Enjoy Yourself,3D97kRhZprR6RumFhDFIr4
4836,"['3fMbdgg4jU18AjLCKBhRSm', '0jJszR81GjA87jeRq0Jgwz']",R&B,Will You Be There,1igW25R8lnb5ze9GWbuVsl
4837,['46VWDbmWmzvPBTmkSr25gM'],R&B,Far Away,5KVbaJP4IOZmZZlj5v4jp2
4838,"['5a2EaR3hamoenG9rDuVn8j', '7bNJ8B2kMi9urGEfKPsBGP']",R&B,Gett Off,0wFkjAM4VVoepQdYB6kl4U
4839,['1SIw8nXWjvAKeb6Dhh85cz'],R&B,Remember,2GOLVW9lwNDm3tRlk0lhae
4840,['0uNEy4544VZq2KOl7BsLuo'],R&B,i cant wait,4L5SojoTMPYvecaw3dD7dk
4841,['7u6LfVyYpEzMpHLL7jTyvU'],R&B,Open Your Eyes,5UzPW8HC6slxstdRbV3Kcp
4842,['3fMbdgg4jU18AjLCKBhRSm'],R&B,People Make The World Go Round,1pMEC3XmvZggGjYjrHENve
4843,['3fMbdgg4jU18AjLCKBhRSm'],R&B,You Are Not Alone,3AoeaZs8dFemFJr3JdzOL0
4844,"['4HzKw8XcD0piJmDrrPRCYk', '2HPaUgqeutzr3jx5a9WyDV']",R&B,One I Want (feat. PARTYNEXTDOOR),0TwcrekK2QSdpXSzJHTsQh
4845,"['2PiKaajF8T1X6KGgvYlxOD', '5AkeEGPP5D9gUO61YH59Lz']",R&B,You Deserve It (feat. Bishop Cortez Vaughn),0njqt2jPYkAK7zIwSdkFU8
4846,['0du5cEVh5yTK9QJze8zA0C'],R&B,24K Magic,6b8Be6ljOzmkOmFslEb23P
4847,['2k7eX9JBghoFsvRljRzi01'],R&B,Beyond The Veil - Beyond The Veil Album Version,1XGD06MU8Ds1O0J9mjo2yn
4848,['7G6hXrjGpi6I7waNl4wxAk'],R&B,Bed,6TlRNJaezOdzdECnQeRuMM
4849,['2mxe0TnaNL039ysAj51xPQ'],R&B,Ignition - Remix,5dNfHmqgr128gMY2tc5CeJ
4850,"['3fMbdgg4jU18AjLCKBhRSm', '0z4gvV4rjIZ9wHck67ucSV']",R&B,Hold My Hand,0pCyoA5o2uxUwIovECCziF
4851,['2WKdxPFRD7IqZvlIAvhMgY'],R&B,Killing Me Softly with His Song,0Q0IVlqMV64kNLlwjPj0Hl
4852,['5a2EaR3hamoenG9rDuVn8j'],R&B,Erotic City,0OfWbtiZ3fHd64VmpCSj7g
4853,['3TVXtAsR1Inumwj472S9r4'],R&B,Hotline Bling,6nmz4imkDcmtwMjocAzFSx
4854,"['6If57j6e3TXXk0HiLcIZca', '137W8MRPWKqSmrBGDBFSop', '7c0XG5cIJTrrAgEC3ULPiq', '3KV3p5EY4AvKxOlhGHORLg']",R&B,"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)",4Azuz4REHZN5bwgGcWGXnE
4855,['2yrbLiuBmc9j81lTX3XUuI'],R&B,Can You Feel It - Single Version,4qv7YSyt5UV8LvrXyE8sGn
4856,['5GoBkSWqd1pb7gzf6f71DS'],R&B,By Myself,1yJQVmWI7KuCbVtG4jgysG
4857,['0cGUm45nv7Z6M6qdXYQGTX'],R&B,Keep On,4MV4wa3Dke1GMBtk06GMR0
4858,['35RvGPQ1OxbEZknWyiaAcs'],R&B,World Demands It,7Lb6NzZY3H4NT73qlEznEk
4859,['0EVUivUkugMtNF09L4QBMH'],R&B,Unconditional Love,5UwXd4AktGqBXmRJe5RvBP
4860,['2Mu5NfyYm8n5iTomuKAEHl'],R&B,Doo Wop (That Thing),5hchPe05atCRhAYTNJfxER
4861,"['2HPaUgqeutzr3jx5a9WyDV', '1sBkRIssrMs1AbVkOJbc7a']",R&B,Better Man (feat. Rick Ross),5mgC1uKXW7Gg2I0LJvdEcU
4862,['4p07QU02SrLsaORo25h2Lg'],R&B,COA,5aQY0lBXyO7GzDntwla6Et
4863,"['3aQeKQSyrW4qWr35idm0cy', '23LbwefIODbyGdRbAz3urj']",R&B,Buy U a Drank (Shawty Snappin),2aIdVb8v9KTpEZnftkz2mD
4864,['2UhHLKzq979iTCkLFurmef'],R&B,I Am - Radio Edit,1X2DFg7sUV1ajTbsJFJKqx
4865,['1e5OohAPdgqCeMq3eegvqp'],R&B,One More Time,5nMWOR0iuCl0OJnHAtnj2T
4866,['5a2EaR3hamoenG9rDuVn8j'],R&B,Money Dont Matter 2 Night,4TD2ZZETSh7OFOw1RTNPGb
4867,['1MT1Wz4G9Z9EVOg4L5zZMS'],R&B,Blind,6PceMQ49pghxCJbLkf2OL5
4868,"['05oH07COxkXKIMt6mIPRee', '2ZbWlThDW0qSbI3hinpl0w', '5m7wCUhYhBh7A3A3YMxrbt', '6kL8ioxe4mWK945hvcHLkS']",R&B,"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",3OZs6tgXsBmb3TWPn07YCF
4869,"['7bXgB6jMjp9ATFy66eO08Z', '23zg3TcAtWQy7J6upgbUnj', '1sBkRIssrMs1AbVkOJbc7a']",R&B,New Flame,3nw9J97nUugT84SIJdjhAV
4870,['2iojnBLj0qIMiKPvVhLnsH'],R&B,I Need A Girl,5cU50IAoAFF7qFWOtdbEjr
4871,"['63rJq5DaUMq2OhAnh3al79', '0t9dGS12PMZmiJiZa9vpyk', '6PXS4YHDkKvl1wkIl4V8DL']",R&B,Text Ur Number (feat. DJ Sliink & Fetty Wap),6X9vMrI2PSPPP3iDYY7y9w
4872,"['4sbB4Yy6Qig51pKCIKSLw3', '2MbYIRNlHvHv43cBpyksSe']",R&B,Fabulous,7A1uqFLf1ZogDxxQZDoZHK
4873,['1ylvZOj3FmJQdgKy35eL9u'],R&B,Fake Rose,6SSc3tLglSoS4U5vn5Odz7
4874,['1FQJqgKQDNLWfeLBQoQLmD'],R&B,Already Getting Better,6qCzqsSB1FLP3pr5fIrrAL
4875,['360IAlyVv4PCEVjgyMZrxK'],R&B,How Many Drinks?,5ctk3VJoHoURSiwkCJn2bf
4876,['5a2EaR3hamoenG9rDuVn8j'],R&B,Our Destiny / Roadhouse Garden,6qHqJaSMvKI1X01SoVduJA
4877,"['0TImkz4nPqjegtVSMZnMRq', '7hJcb9fa4alzcOq3EaNPoG']",R&B,Way Back,38wnxXZdT2v7I31mHJ3Puv
4878,"['480i0t8YiGc2aoOR6BeLAb', '4Cs5RMCcCw1EWZnEPXPF6X', '6hh6UNpZt9sfYDw4TwWXpI', '0VRj0yCOv2FXJNP47XQnx5']",R&B,Dream Girl,6CR9zy43zaS8LWu2PcrlFc
4879,"['5T0MSzX9RC5NA6gAI6irSn', '5K4W6rqBFWDnAN6FQUkS6x']",R&B,American Boy (feat. Kanye West),41on8RwRh22IHcChAN2gm8
4880,['3UZQmKr3fkPDCdIRtdX1RV'],R&B,Love On the Radio,7w5NHZKBFZcJreGfLcvOl1
4881,['3fMbdgg4jU18AjLCKBhRSm'],R&B,Gone Too Soon,66mXHPRfAwbnNKnTCNpytj
4882,['5a2EaR3hamoenG9rDuVn8j'],R&B,Darling Nikki,0khi86hc79RfsRC0rrkkA2
4883,['3X458ddYA2YcVWuVIGGOYe'],R&B,Deadwood,1Xz3IwqJjeIVCGIgWQrhW7
4884,['3fMbdgg4jU18AjLCKBhRSm'],R&B,They Dont Care About Us,3wuCCNCnBhJlwkIJTBZFiv
4885,"['7ibAWtDtmEfaVhc1FJ3Vl9', '17lzZA2AlOHwCwFALHttmp', '6PXS4YHDkKvl1wkIl4V8DL']",R&B,Valet (feat. Fetty Wap and 2 Chainz),7osBjxxoPSCceUMdkyFh9O
4886,['7urq0VfqxEYEEiZUkebXT4'],R&B,U Already Know,1UmB9ikmRilZyCzRk0VH4u
4887,['0TImkz4nPqjegtVSMZnMRq'],R&B,Waterfalls,6qspW4YKycviDFjHBOaqUY
4888,['5KNqYrivNgVCHBssEUSu5B'],R&B,Knocks Me Off My Feet,4o1E2c0ye1RlIJJqOM0dqP
4889,['5ae3MM8dgOn3QPHzqFDJlY'],R&B,Dont Go,2bMn6j2eW7urPkxHnwk9nq
4890,['5a2EaR3hamoenG9rDuVn8j'],R&B,Venus De Milo,42wNLGw0VBuwniTFB5ljda
4891,['4iHNK0tOyZPYnBU7nGAgpQ'],R&B,We Belong Together,3LmvfNUQtglbTrydsdIqFU
4892,['6vWDO969PvNqNYHIOW5v0m'],R&B,"Me, Myself and I",6XsT5UGfpaFeHQf5LRIy4W
4893,['7tYKF4w9nC0nq9CsPZTHyP'],R&B,Quicksand,0UQSyryW2vxE88AVFSZs3T
4894,"['1CFCsEqKrCyvAFKOATQHiW', '7c0XG5cIJTrrAgEC3ULPiq']",R&B,Blessings,6VnLjrkcajFj4Rzq6jFznj
4895,['7xAcVHPiirnUqfdqo0USb1'],R&B,Til My Baby Comes Home,33LLMc7LEuf4tc8h0NzhvC
4896,['5a2EaR3hamoenG9rDuVn8j'],R&B,Raspberry Beret,5jSz894ljfWE0IcHBSM39i
4897,['5a2EaR3hamoenG9rDuVn8j'],R&B,Sexy M.F.,4Syn1a4Irz0UbbR44s7CqB
4898,['4eIjSDb64R18sJaNlOGaFH'],R&B,I Forgive Me,17MqdngAFPDWcaSt9wkPQi
4899,['60ciIY5MouLc2Y9n34DJdA'],R&B,High,2rvVqBEQhmSBYj30Ssp8EV
4900,['0du5cEVh5yTK9QJze8zA0C'],R&B,Thats What I Like,0KKkJNfGyhkQ5aFogxQAPU
4901,['2iE18Oxc8YSumAU232n4rW'],R&B,The Love You Save,3IuNNnc5rCdyPnYc5cSXjO
4902,['2iE18Oxc8YSumAU232n4rW'],R&B,All I Do Is Think Of You,5GoheMjTcV8xbbUUWchvjl
4903,['1z7b1Pr1rSlvWRzsW3HOrS'],R&B,Wife You Up,1lmDRuRa12CImUQziVfVw5
4904,['5a2EaR3hamoenG9rDuVn8j'],R&B,Mountains,48conYZAap5JNzGJBaOTm2
4905,['5z2cHsOmmmWcAPNG1oEhw0'],R&B,Who Can I Run To,0wdaPticLmmqJdhgLDJ9zI
4906,['0TImkz4nPqjegtVSMZnMRq'],R&B,Scandalous,1M5bka86Bdyq0UbHVuB5TS
4907,['0sD8Amms4kSxs5tBV4CUmR'],R&B,I Need A Word,08fVVLmIVyjN23nSuUVQc1
4908,['6If57j6e3TXXk0HiLcIZca'],R&B,Before I Do,5d4l67BejhQZ9uQtTCfYfL
4909,"['2NdeV5rLm47xAvogXrYhJX', '2wIVse2owClT7go1WT98tk']",R&B,"One, Two Step",7uKcScNXuO3MWw6LowBjW1
4910,['3DvdryKH4O95ZnsUZJKXpt'],R&B,Happy Feelins,2YQ4R8eICy851TjCdFYUSd
4911,['2yrbLiuBmc9j81lTX3XUuI'],R&B,Blame It on the Boogie,0ryUadrXsahO3mASlKUJlT
4912,['2mxe0TnaNL039ysAj51xPQ'],R&B,Bump n Grind,2OeSwSbwlmn9u8SsutfxPO
4913,['24icoQNJSEWNu3XvqKBR68'],R&B,Goodbyes - Edit,2d0M7Zugft6bYE26mxkbfU
4914,['0TImkz4nPqjegtVSMZnMRq'],R&B,Perfect Girls,1HoBTBuoP3j2hgV6PNf3Pf
4915,['1XkoF8ryArs86LZvFOkbyr'],R&B,U + Me (Love Lesson),3pgRZtVWo9k7ryOqmTeHuU
4916,['1XkoF8ryArs86LZvFOkbyr'],R&B,Sweet Thing,3X3XuCPTC95ARm9SguWsIa
4917,"['19Fi1Rj7kk8kyiwxpXy3yM', '0hCNtLu0JehylgoiP8L4Gh']",R&B,No Love,7ewfvLrlI0VNht4vEnoTMh
4918,['5a2EaR3hamoenG9rDuVn8j'],R&B,Baby Im A Star,2soBvUQBf5rbMj9HIyhzzK
4919,"['6KZDXtSj0SzGOV705nNeh3', '7c0XG5cIJTrrAgEC3ULPiq']",R&B,F With U,6mLfR7fHVDcCKpLwGLWCWw
4920,['4qwGe91Bz9K2T8jXTZ815W'],R&B,Got Til Its Gone - Feat. Q-Tip and Joni Mitchell,6jUyYHDikmw9WltPojSR37
