songid,1,2,3,category
4OqNtoNFjUOTeiBfOSZlsL,0.6300715996156112,-1.8068652762948405,0.45610287905089675,Jazz
58VcgWixvxnMdt4bj29PdQ,3.15896873589589,0.26419085028366696,0.100436365054731,Jazz
202Ep1DlFXuCTSssanwLW2,3.030177307124478,2.000731350848171,-0.5772636076995428,Jazz
3PJMsxg6rz9FOo6xNiASXz,2.6743423631045795,1.777770485194713,-0.4827693456249765,Jazz
4HJ8AJdC8ZjmW67X0FkXY9,3.346751657870187,0.46624226621926046,-0.7586939189648241,Jazz
580PS3bx7mdpfvtSL5PFuW,1.607020720574082,-1.8305066218392851,1.9280149029265135,Jazz
3cYHFvUYDVY9loQQ0LalJc,1.1244071708572887,-0.4036907685371731,-0.5645477218975764,Jazz
7kqGkQJwdzAzAQHOZPATBw,0.1267151976564843,-1.1115761175542824,-0.7214691403930187,Jazz
7b7aJP3X5l4hEcdX6vUIEJ,-0.15894510824018726,-1.9837273876578998,-0.15937694196341898,Jazz
08lUeu1CxXvAoaKkemoEk8,3.3331173061613955,1.1263074685596477,-0.8198231009492917,Jazz
4C4qTNVUgoDxLcNeNm9rXb,-0.41633055260381246,-0.28581225129367216,-0.04381537352915335,Jazz
6ecdbLpuyF9dN86UjMj0cj,3.4259153137211125,0.19752694467316345,-0.47481263682100483,Jazz
77BIgAxui8EjdyK2Wh0ibR,2.270104292040173,-2.1218597185972916,0.5277483843231423,Jazz
1vP5Ceh1SrfOalU8Yc3XE9,2.82017722400989,0.36746254333714834,-0.656639085666622,Jazz
0PvpnmAe5pRijx0U2S3dId,-1.4939603174993996,-0.19999236378345064,5.854165781175534,Jazz
3rNCr2mUOx6QLZS0mNkIPu,2.6863215718806743,0.9731219604289342,-0.2888163901244952,Jazz
62LNP7N5NBjtEO2tJLav8D,0.8353935465920435,-0.6500643102969672,0.6578636865213865,Jazz
5Cdn1ue6fWAIktXa9pSLlg,1.6548760682589214,-2.4805962038269347,0.8137702566581686,Jazz
09P6gY0i1dwk4U4nNld4R7,1.5934862233070584,0.9202460044878806,2.8148284552194354,Jazz
634p1xZRLqE0VxePb7ARW6,2.6617804976355033,1.056866848802361,-0.9166251060624686,Jazz
7elvLJgwfx0XhmPv1A6VX6,2.474721194067922,0.4426584886320981,-0.7500014098887575,Jazz
0T38cI9uIhptfZPlf1El09,0.4396867234735451,-2.4930336548338863,2.016764218186432,Jazz
3sUOaOeKGEXee4AR6ri1CE,1.6599543432440622,1.2253740838757978,0.3151689489074051,Jazz
0ciDSKjzkZAXwbuEo40vnp,0.8520623091947743,1.5839847681865884,0.6160703982188337,Jazz
4JdNvX2PTSX4LSoO65HFad,0.5736618356172051,0.6951588214415698,-0.14155978475464925,Jazz
5DhAJI6n3mq0dJCbW3UsJF,-0.05605382080445151,0.3664630214637514,0.13772712600057424,Jazz
5k2dDqdo0KGburbQu5xSSJ,2.1003768038566837,-0.21718423687743066,0.8288525143008723,Jazz
1RtmLOItbFRFWcGcVlE0yT,1.593645175169054,0.21453571756625117,-0.2528419185162242,Jazz
5hTNLMSBqx31LAZezGSKDB,2.246061956211594,1.1470088163090288,0.643980949371022,Jazz
183nPWi5g0Mpb1S01N9teq,2.4597881023264447,-2.760950297640524,2.1398195875481205,Jazz
617BX2z1ctbswU1xjU3LRW,0.1551915984863905,-0.9572197477341966,-0.38126749414238087,Jazz
5MGMk5gQpP5XWeZAFb3uFr,-0.7055264370672744,-0.17131792113010505,1.2751042909708332,Jazz
6bZMUt2XMhUEudOz4r4HvL,0.6980846619164616,-1.163420711803539,-0.10919023087155844,Jazz
2AtLQju6O4Slbhtuh2ndCD,3.801141238428108,1.3581130656284794,-0.018989938557661123,Jazz
2N7LJO1uufnSeXIwxooTzg,0.08347882130994388,-1.0609660547159678,0.10797719879323671,Jazz
4OYOCRaALWPVbC2IvcXgqc,1.4039884088484884,0.45308454332253045,1.298174674632072,Jazz
4nbqUfqKObLWhuUT7PWV1N,2.66230084231793,-0.19787425176389772,-0.39267374896508234,Jazz
2WCjtNsuAGngE2d54sAC6O,3.227544214294843,1.0501347662277811,0.8101460478812461,Jazz
3eMrYc092k7SIJfWJ7oasR,1.650461215263149,-3.23240637256235,0.5851273703712889,Jazz
6hXuDHGJ8UOQvWUpbSXelh,0.1514288396922028,-1.6196579117647625,0.30102751898329294,Jazz
2z6JXkpUkoBTq07L56q5Fz,2.1373684447168615,-0.34363861591343803,0.13626977610660646,Jazz
0XwEpPUpeDB6txsZGjrKEv,2.2670346194333773,0.6867975363003187,2.8088430472030326,Jazz
5DbzLFA2ZVg2LMCohHv93i,0.408056659627859,-0.7360190790656356,0.05059764844648185,Jazz
61rxyWwlPRbHaWEgzuAhNs,3.550082592391022,1.0136033600014112,-0.532791924057756,Jazz
0gCKwy3YmhKc9rzjYjTQKx,-0.1978101733975542,0.38499953735162595,-0.007965616864856806,Jazz
5eqN4Bxm7WPUfObgd2K9Vz,1.4863965411548605,-0.4148450012742604,0.12760519888164157,Jazz
10R8R1cIKvWwNQvfPZbUC6,2.831342110071949,2.252194994557446,0.3365026502803057,Jazz
7dNt22qF0KUWaZbdM86FAH,2.7353154796564287,0.2780736295851922,0.3885500551117882,Jazz
789zlAnlugqCLPXogLGo8w,0.538148978073934,-3.0451365133184636,-0.06852192896230325,Jazz
3nILBzvIDzJzaNeNyWLMlq,1.1369896851324435,-2.257257355775734,1.5665716800820237,Jazz
3OpQVwRE5b8DpCEo0iPKTH,1.438929785659092,-3.9937068618952916,2.047712940803367,Jazz
6MMikkxsR7ELTD1w9IKDdC,0.26617249943054994,-2.317512050622577,-0.23471273319219227,Jazz
4IhzWCGC7Rqx7F5yNnxshu,0.7770840341226283,0.08227273724960713,-0.1728362738512077,Jazz
59L9grBCrnQ9d4ArpGlVo2,1.2147460049321916,-2.2244356305846718,0.29652681273032877,Jazz
0Nqd9f20zZ2J2k5Xc7B8zK,0.5877533976039376,-1.0835802552786544,-0.608612435816679,Jazz
3ZB4h7rWKKIMC06EzFiuE9,-0.8172216919970011,-2.17445615444524,-0.3072668407654843,Jazz
2C3rh8eX5vltOmwrz9I78n,0.9781793418865703,0.07092893049435094,0.10790274059990139,Jazz
2DyIDa7aNLJjLaF0QL1pBB,1.2957300733126078,-0.6676819814966322,0.9474687533073057,Jazz
0q9K1yk1YF8DvHqk1sRyUw,-0.695833939611119,3.1119776367650727,3.7963421426792463,Jazz
59PMnQOm6taxjhP2QJ9AIo,2.2164854116699098,1.083606166390635,0.2699201201967326,Jazz
7xEf8BbxKHF4YkQHP6g9iZ,1.8838418108238455,-2.153412904801112,-0.5682636707217237,Jazz
3lJoznXCLmqCtCmY8bxvWl,1.0383646945969063,0.2004933715678835,-0.6766504118876658,Jazz
1YnqUthzf5vzHH503JiQ4a,1.5567974343163722,-1.1629113418634422,0.30947824720720973,Jazz
7tO5SJLzk1p0KuPaoWI8cx,1.2035323179317288,-1.8256497199198958,-1.2521361158219009,Jazz
